dataset,id,group,exact,rows,bytes,hits,like_re2,rich_re2,literal_re2,chain_re2,joint_like_re2,joint_rich_re2,like_atoms,like_offered_bytes,literal_atoms,literal_offered_bytes,chain_atoms,chain_offered_bytes,trained_atoms,trained_offered_bytes,warm_rows,warm_atoms,source_warm_atoms,tail_source_atoms,tail_trained_atoms,cascade_atoms,cascade_offered_bytes,reverse_atoms,reverse_offered_bytes,chain_nodes,chain_leaves,chain_tokens,chain_literal_bytes,chain_relaxations,literal_nodes,literal_leaves,literal_relaxations,like_branches,like_tokens,like_literal_bytes,chain_cache_hits,chain_node_visits,baseline_fallback,chain_fallback,literal_fallback,ordered_re2,ordered_joint_like_re2,ordered_joint_rich_re2,position_atoms,position_visits,position_node_visits,position_cache_hits,position_peak_buffer_bytes,position_peak_memo_entries,ordered_nodes,ordered_leaves,ordered_relaxations,ordered_cascade_atoms,ordered_cascade_offered_bytes
uap,user_agent_parsers:298,user_agent_parsers,0,18213,1919759,0,0,0,1,0,0,0,18213,1919759,18214,1920251,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,10,12,0,3,2,0,1,11,12,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:299,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,4,6,0,1,1,0,1,5,6,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:300,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,7,19,0,4,3,0,1,8,19,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:301,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,19,0,1,1,0,1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:302,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,145685,15357097,18223,1920270,18216,1919912,19240,1999764,1024,2048,1024,17192,17192,18221,1920161,145691,15357403,3,2,10,13,0,5,4,0,8,96,124,0,36429,0,0,0,3,3,3,6,1164,9,0,116,3,3,2,0,18221,1920161
uap,user_agent_parsers:303,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,145704,15358072,36426,3839518,36426,3839518,20967,2161379,1024,3072,2048,34378,17895,36426,3839518,145704,15358072,5,3,14,18,0,6,4,0,8,76,92,0,72852,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,36426,3839518
uap,user_agent_parsers:304,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,54639,5759277,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,54639,5759277,1,1,7,5,0,4,3,0,3,26,17,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:305,user_agent_parsers,0,18213,1919759,0,0,0,3,3,0,0,145704,15358072,36426,3839518,36429,3839758,38476,3999382,1024,4096,2049,34380,34380,36453,3841678,145704,15358072,6,4,13,14,0,5,3,0,8,60,72,0,72855,0,0,0,0,0,0,9,1017,15,0,162,5,6,4,0,36429,3839758
uap,user_agent_parsers:306,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,13,12,0,4,3,0,1,14,12,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:307,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,1,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:308,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,109278,11518554,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,109278,11518554,1,1,3,8,0,1,1,0,6,18,52,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:309,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,7,11,0,4,3,0,1,8,11,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:310,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,13,13,0,5,4,0,1,14,13,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:311,user_agent_parsers,0,18213,1919759,25,25,25,25,25,25,25,36402,3838208,19597,2067913,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18239,1921183,36427,3839575,1,1,16,31,0,5,4,0,2,35,63,0,18213,0,0,0,25,25,25,25,20880,25,0,124,1,1,1,0,18239,1921183
uap,user_agent_parsers:312,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,0,3,2,0,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:313,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16,0,3,2,0,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:314,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18219,1920573,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,12,14,0,5,4,0,1,12,14,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:315,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,0,4,3,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:316,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,10,6,0,4,3,0,1,11,6,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:317,user_agent_parsers,0,18213,1919759,0,18213,18213,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,9,8,0,4,3,0,1,1,0,0,18213,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:318,user_agent_parsers,0,18213,1919759,0,18213,18213,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,9,12,0,4,3,0,1,1,0,0,18213,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:319,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,145704,15358072,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,145704,15358072,1,1,6,8,0,4,3,0,8,66,68,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:320,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,18,0,3,2,0,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:321,user_agent_parsers,0,18213,1919759,2,2,2,3,3,2,2,127489,13437981,127493,13438645,127490,13438140,120784,14630058,1024,8192,7168,120322,112592,127509,13441343,127503,13440305,10,8,31,65,0,11,9,0,7,77,83,0,163916,0,0,0,2,2,2,24,7571,30,0,348,10,10,8,0,127502,13440132
uap,user_agent_parsers:322,user_agent_parsers,0,18213,1919759,8826,9386,8826,9897,9897,9386,8826,404049,36366706,115618,11226088,115618,11226088,88138,7350201,1024,9216,7932,107686,78922,253555,29814682,450764,42926482,11,9,28,70,0,11,9,0,32,256,340,0,152044,0,0,0,9862,9386,8826,89073,25262546,108867,0,768,11,11,9,0,252435,29776026
uap,user_agent_parsers:323,user_agent_parsers,0,18213,1919759,13,13,13,19,13,13,13,18213,1919759,18251,1924079,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18226,1921062,18226,1921062,1,1,7,8,0,4,3,0,1,8,8,0,18213,0,0,0,13,13,13,13,7896,13,0,264,1,1,1,0,18226,1921062
uap,user_agent_parsers:324,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,3,2,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:325,user_agent_parsers,1,18213,1919759,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,14,0,3,2,0,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:326,user_agent_parsers,1,18213,1919759,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,3,2,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:327,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,19,0,3,2,0,1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:328,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,17,0,3,2,0,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:329,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,20586,2168073,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1919999,18216,1919999,1,1,9,12,0,5,4,0,1,10,12,0,18213,0,0,0,3,3,3,3,1944,3,0,162,1,1,1,0,18216,1919999
uap,user_agent_parsers:330,user_agent_parsers,1,18213,1919759,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,0,1,1,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:331,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,18213,1919759,18221,1920159,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1919959,18217,1919959,1,1,10,9,0,4,3,0,1,11,9,0,18213,0,0,0,4,4,4,4,1836,4,0,114,1,1,1,0,18217,1919959
uap,user_agent_parsers:332,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18219,1920023,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1919891,18216,1919891,1,1,10,19,0,4,3,0,1,11,19,0,18213,0,0,0,3,3,3,3,1215,3,0,90,1,1,1,0,18216,1919891
uap,user_agent_parsers:333,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18335,1937304,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919797,18214,1919797,1,1,15,27,0,5,4,0,1,15,27,0,18213,0,0,0,1,1,1,1,546,1,0,78,1,1,1,0,18214,1919797
uap,user_agent_parsers:334,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,327799,34554263,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18232,1920502,327802,34554382,1,1,3,7,0,1,1,0,18,134,185,0,18213,0,0,0,3,3,3,3,244,3,0,88,1,1,1,0,18232,1920502
uap,user_agent_parsers:335,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,54637,5759239,18214,1919778,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919778,54638,5759258,1,1,4,11,0,3,2,0,3,24,36,0,18213,0,0,0,1,1,1,1,60,1,0,40,1,1,1,0,18214,1919778
uap,user_agent_parsers:336,user_agent_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,19,0,1,1,0,1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:337,user_agent_parsers,1,18213,1919759,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,20,0,3,2,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:338,user_agent_parsers,1,18213,1919759,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,3,2,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:339,user_agent_parsers,0,18213,1919759,275,275,275,279,279,275,275,72055,7607811,30849,3401839,31128,3426436,33806,3623400,1024,4096,1418,29710,29710,31447,3453599,72894,7681922,7,4,12,9,0,5,3,0,4,30,20,0,74004,0,0,0,275,275,275,1115,154896,1952,0,544,7,7,4,0,31431,3452743
uap,user_agent_parsers:340,user_agent_parsers,0,18213,1919759,0,1,0,5,5,1,0,36426,3839518,48637,5505811,48632,5505085,38484,4000674,1024,4096,2116,46516,34388,48642,5506537,36430,3840190,7,4,16,15,0,8,5,0,2,16,18,0,100265,0,0,0,2,1,0,20,4756,35,0,338,7,7,4,0,48636,5505663
uap,user_agent_parsers:341,user_agent_parsers,1,18213,1919759,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,21,0,8,5,0,4,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0
uap,user_agent_parsers:342,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,10,11,0,4,3,0,1,11,11,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:343,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,18213,1919759,18221,1920015,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1919887,18217,1919887,1,1,7,13,0,4,3,0,1,8,13,0,18213,0,0,0,4,4,4,4,792,4,0,84,1,1,1,0,18217,1919887
uap,user_agent_parsers:344,user_agent_parsers,0,18213,1919759,3,3,3,4,3,3,3,18213,1919759,18228,1920898,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920010,18216,1920010,1,1,7,9,0,4,3,0,1,8,9,0,18213,0,0,0,3,3,3,3,1524,3,0,242,1,1,1,0,18216,1920010
uap,user_agent_parsers:345,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,7,9,0,4,3,0,1,8,9,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:346,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,145704,15358072,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,145704,15358072,1,1,7,9,0,4,3,0,8,82,80,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:347,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18220,1921042,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919924,18214,1919924,1,1,14,26,0,5,4,0,1,15,26,0,18213,0,0,0,1,1,1,1,2158,1,0,332,1,1,1,0,18214,1919924
uap,user_agent_parsers:348,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18219,1920877,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,14,39,0,5,4,0,1,15,39,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:349,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18220,1921079,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919961,18214,1919961,1,1,14,26,0,5,4,0,1,15,26,0,18213,0,0,0,1,1,1,1,2639,1,0,406,1,1,1,0,18214,1919961
uap,user_agent_parsers:350,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,109273,11517845,19021,2022256,19019,2021972,23354,2322294,1024,6144,1183,17836,17210,19026,2022967,109283,11519265,9,6,27,23,0,10,7,0,6,99,109,0,55700,0,0,0,2,2,2,12,4980,18,0,288,9,9,6,0,19026,2022967
uap,user_agent_parsers:351,user_agent_parsers,0,18213,1919759,34,34,34,35,35,34,34,218386,23010380,19093,2033290,19055,2027489,32479,3681436,1024,6144,1188,17867,26335,19305,2064361,218562,23036686,9,6,27,25,0,10,7,0,12,186,254,0,55736,0,0,0,34,34,34,210,83297,315,0,528,9,9,6,0,19293,2062381
uap,user_agent_parsers:352,user_agent_parsers,0,18213,1919759,0,1,1,1,1,1,1,582801,61430353,19668,2122186,19162,2044801,23338,2319664,1024,6144,1210,17952,17194,19179,2046994,582806,61430998,9,6,31,29,0,13,10,0,32,704,864,0,55843,0,0,0,1,1,1,6,2717,9,0,260,9,9,6,0,19179,2046994
uap,user_agent_parsers:353,user_agent_parsers,0,18213,1919759,37,37,37,38,38,37,37,109182,11503781,19055,2027489,19017,2021688,27009,2937967,1024,5120,1183,17834,21889,19149,2041721,109336,11526676,8,5,21,19,0,9,6,0,6,75,85,0,55698,0,0,0,37,37,37,189,80146,303,0,528,8,8,5,0,19143,2040311
uap,user_agent_parsers:354,user_agent_parsers,0,18213,1919759,63,63,63,63,63,63,63,72787,7669090,19017,2021688,19017,2021688,31225,3538371,1024,5120,1183,17834,26105,19204,2049954,73043,7707676,8,5,15,17,0,8,5,0,4,20,52,0,55698,0,0,0,63,63,63,315,85128,504,0,528,8,8,5,0,19204,2049954
uap,user_agent_parsers:355,user_agent_parsers,1,18213,1919759,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,10,0,6,4,0,4,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0
uap,user_agent_parsers:356,user_agent_parsers,0,18213,1919759,9,9,9,10,9,9,9,18213,1919759,18224,1920638,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18222,1920382,18222,1920382,1,1,7,6,0,3,2,0,1,8,6,0,18213,0,0,0,9,9,9,9,3792,9,0,156,1,1,1,0,18222,1920382
uap,user_agent_parsers:357,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18231,1921151,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1919885,18216,1919885,1,1,18,30,0,6,5,0,1,18,30,0,18213,0,0,0,3,3,3,3,2193,3,0,86,1,1,1,0,18216,1919885
uap,user_agent_parsers:358,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,7,8,0,3,2,0,1,8,8,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:359,user_agent_parsers,0,18213,1919759,63,64,63,64,64,64,63,18213,1919759,18277,1922508,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18277,1922508,18277,1922508,1,1,7,11,0,3,2,0,1,8,11,0,18213,0,0,0,64,64,63,64,16878,64,0,292,1,1,1,0,18277,1922508
uap,user_agent_parsers:360,user_agent_parsers,1,18213,1919759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,1,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:361,user_agent_parsers,1,18213,1919759,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,0,1,1,0,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:362,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1919918,18217,1919918,1,1,7,13,0,1,1,0,1,7,13,0,18213,0,0,0,4,4,4,4,978,4,0,98,1,1,1,0,18217,1919918
uap,user_agent_parsers:363,user_agent_parsers,0,18213,1919759,6,11,6,2270,2270,11,6,36418,3838969,49030,5630269,49030,5630269,40677,4263303,1024,4096,2815,46215,36581,53562,6175006,36454,3841720,7,4,16,13,0,7,4,0,2,14,15,0,100863,0,0,0,1798,11,6,8649,2004812,15459,0,578,7,7,4,0,52618,6101536
uap,user_agent_parsers:364,user_agent_parsers,1,18213,1919759,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:365,user_agent_parsers,0,18213,1919759,7,15,7,16,15,15,7,18213,1919759,18245,1924897,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18228,1922177,18228,1922177,1,1,13,15,0,4,3,0,1,14,15,0,18213,0,0,0,15,15,7,15,29196,15,0,390,1,1,1,0,18228,1922177
uap,user_agent_parsers:366,user_agent_parsers,0,18213,1919759,15,15,15,16,15,15,15,18213,1919759,18245,1924897,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18228,1922177,18228,1922177,1,1,10,14,0,4,3,0,1,11,14,0,18213,0,0,0,15,15,15,15,21897,15,0,390,1,1,1,0,18228,1922177
uap,user_agent_parsers:367,user_agent_parsers,0,18213,1919759,16,16,16,16,16,16,16,18213,1919759,18245,1924897,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18229,1922328,18229,1922328,1,1,7,14,0,4,3,0,1,8,14,0,18213,0,0,0,16,16,16,16,15510,16,0,390,1,1,1,0,18229,1922328
uap,user_agent_parsers:368,user_agent_parsers,0,18213,1919759,23,23,23,27,23,23,23,18213,1919759,18267,1929225,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18236,1923769,18236,1923769,1,1,10,11,0,4,3,0,1,11,11,0,18213,0,0,0,23,23,23,23,36297,23,0,498,1,1,1,0,18236,1923769
uap,user_agent_parsers:369,user_agent_parsers,1,18213,1919759,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,0,3,2,0,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:370,user_agent_parsers,0,18213,1919759,184,184,184,185,184,184,184,18213,1919759,18583,1970017,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18397,1944812,18397,1944812,1,1,7,10,0,4,3,0,1,8,10,0,18213,0,0,0,184,184,184,184,151422,184,0,498,1,1,1,0,18397,1944812
uap,user_agent_parsers:371,user_agent_parsers,0,18213,1919759,88,88,88,105,88,88,88,18213,1919759,18423,1946447,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18301,1930905,18301,1930905,1,1,13,17,0,4,3,0,1,14,17,0,18213,0,0,0,88,88,88,88,134808,88,0,346,1,1,1,0,18301,1930905
uap,user_agent_parsers:372,user_agent_parsers,0,18213,1919759,454,667,454,667,667,667,454,53305,5647283,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18880,1975756,53972,5703280,1,1,5,5,0,1,1,0,3,15,17,0,18213,0,0,0,667,667,454,667,226656,667,0,498,1,1,1,0,18880,1975756
uap,user_agent_parsers:373,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,18213,1919759,18222,1920864,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1920241,18217,1920241,1,1,13,24,0,4,3,0,1,14,24,0,18213,0,0,0,4,4,4,4,5832,4,0,246,1,1,1,0,18217,1920241
uap,user_agent_parsers:374,user_agent_parsers,0,18213,1919759,36,36,36,46,41,36,36,36395,3835579,43264,5120931,43087,5102679,34512,4136753,1024,4096,1601,41486,30416,43138,5109092,36508,3849440,7,4,23,22,0,10,6,0,2,30,33,0,91935,0,0,0,40,36,36,163,80848,286,0,314,7,7,4,0,43136,5108822
uap,user_agent_parsers:375,user_agent_parsers,0,18213,1919759,109,112,109,112,112,112,109,36314,3829534,18329,1930151,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18325,1929743,36426,3839518,1,1,7,9,0,3,2,0,2,15,18,0,18213,0,0,0,112,112,109,112,60576,112,0,308,1,1,1,0,18325,1929743
uap,user_agent_parsers:376,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,7,10,0,4,3,0,1,8,10,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:377,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,7,8,0,4,3,0,1,8,8,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:378,user_agent_parsers,0,18213,1919759,1,1,1,228,1,1,1,18213,1919759,18672,1969847,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919880,18214,1919880,1,1,7,5,0,4,3,0,1,8,5,0,18213,0,0,0,1,1,1,1,732,1,0,244,1,1,1,0,18214,1919880
uap,user_agent_parsers:379,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18218,1920041,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919873,18215,1919873,1,1,7,8,0,4,3,0,1,8,8,0,18213,0,0,0,2,2,2,2,696,2,0,126,1,1,1,0,18215,1919873
uap,user_agent_parsers:380,user_agent_parsers,0,18213,1919759,1,1,1,3,1,1,1,18213,1919759,18219,1920095,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919813,18214,1919813,1,1,7,9,0,4,3,0,1,8,9,0,18213,0,0,0,1,1,1,1,330,1,0,110,1,1,1,0,18214,1919813
uap,user_agent_parsers:381,user_agent_parsers,0,18213,1919759,3,3,3,8,3,3,3,18213,1919759,18230,1920623,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1919912,18216,1919912,1,1,7,8,0,4,3,0,1,8,8,0,18213,0,0,0,3,3,3,3,936,3,0,110,1,1,1,0,18216,1919912
